,geometry,name,photos,place_id,plus_code,vicinity,types,LocationID
141,"{'location': {'lat': 26.1570613, 'lng': -81.8095314}, 'viewport': {'northeast': {'lat': 26.15850237989272, 'lng': -81.80756137010728}, 'southwest': {'lat': 26.15580272010727, 'lng': -81.81026102989273}}}",Sunset Beach Bar & Grill,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115097433691252123631"">brittany hemingway</a>'], 'photo_reference': 'CmRaAAAAcKzeWbYjF2gfeb_3RWS9aYPrany8Rk6RigAjGfcI63ATNiwqsEPdPPcmAySdcSu7e91BQ4mMi2FLTjiWO3iuvldIdFvjxDJ5Ch1obqLOUyCIb4e8I6IvQuQ6DEmEulkdEhCTJGeKhPGVjXeQ1j5kzUa6GhQE5o0Z6Pj3AhSFQOFcAQlv07QEBQ', 'width': 4032}]",ChIJcVn10rvh2ogRjNzjiPvk-5c,"{'compound_code': '554R+R5 Naples, Florida', 'global_code': '76RW554R+R5'}","851 Gulf Shore Blvd N, Naples","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",Resort Hotel Association-4459-1916711
142,"{'location': {'lat': 26.100427, 'lng': -80.1063348}, 'viewport': {'northeast': {'lat': 26.10188842989272, 'lng': -80.10549997010727}, 'southwest': {'lat': 26.09918877010728, 'lng': -80.10819962989272}}}",Lago Mar Beach Resort & Club,"[{'height': 5760, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113726121513628174969"">Lago Mar Resort and Club</a>'], 'photo_reference': 'CmRaAAAALKyhwONiQ6EulyisMyTCBlk70BZZ0mMXSVO2poGMo7vO2SfwOCKjfFLiyZ2T3jGAyfxXPpDP9SaNk0gJRh1wfDWSkNzYG3-_JG2YmmmzZVwuw01EjJVU6vjf_XhU_mxQEhB4iKLgGlHgQ5vk4gijTcGtGhTZzcS2O9rvCCP6pk9k56Ut_Ujj4w', 'width': 3840}]",ChIJnfHh8xgA2YgRVZyn89wf5_k,"{'compound_code': '4V2V+5F Fort Lauderdale, Florida', 'global_code': '76RX4V2V+5F'}","1700 S Ocean Ln, Fort Lauderdale","['spa', 'lodging', 'point_of_interest', 'establishment']",Resort Hotel Association-4459-1918918
143,"{'location': {'lat': 41.310293, 'lng': -71.853904}, 'viewport': {'northeast': {'lat': 41.31183822989272, 'lng': -71.85278772010729}, 'southwest': {'lat': 41.30913857010728, 'lng': -71.85548737989272}}}",Ocean House,"[{'height': 4549, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117231139825905425477"">Ocean House</a>'], 'photo_reference': 'CmRaAAAAlObZtaXRlZOlFp-6kjYxQ9QIEqpnRk5bDFgjknhFoq2XWZfg7TsAuUetKwcbW-qmjVrHy5BQyQSBvAQCVwmb0fHONluUVV2sN7d8VktLONdhM_It2SD_lBTVEPZlUWkcEhD8KzDKanjEb1GETFDS8um2GhTyV7NWE8JyZrdg0fsZ7ayJsTLG3A', 'width': 6144}]",ChIJ5yj_-HTk5YkRCyGSa1khbKY,"{'compound_code': '846W+4C Westerly, Rhode Island', 'global_code': '87HC846W+4C'}","1 Bluff Ave, Westerly","['lodging', 'point_of_interest', 'establishment']",Resort Hotel Association-4459-1916840
144,"{'location': {'lat': 24.5717827, 'lng': -81.7551241}, 'viewport': {'northeast': {'lat': 24.57324032989272, 'lng': -81.75380477010728}, 'southwest': {'lat': 24.57054067010728, 'lng': -81.75650442989273}}}",24 North Hotel | Key West,"[{'height': 500, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113708528927471967794"">24 North Hotel | Key West</a>'], 'photo_reference': 'CmRaAAAAYwHx9kBUswqRhuFlnDD5RVQA7wCxf915UYjpfSZwbi4M9IHJcNrHny6LuEEHPWvBS7f31l1bs1EoM8ttbV8xlUaHXKOgP-YYN8Q0fzUz_YT6Fun55hXyOYK5w-ufe60WEhD4bCQhQhw87jI5zW0BzlKMGhStk6hghvcGcoD2t1t_Ps7RMVXXWg', 'width': 900}]",ChIJbW573Gex0YgRZlpXL2ECVfM,"{'compound_code': 'H6CV+PX Key West, Florida', 'global_code': '76PWH6CV+PX'}","3820 N Roosevelt Blvd, Key West","['lodging', 'point_of_interest', 'establishment']",Rockpoint Group LLC 2019-4447-1823927
145,"{'location': {'lat': 24.5700576, 'lng': -81.7531662}, 'viewport': {'northeast': {'lat': 24.57178677989272, 'lng': -81.75179052010728}, 'southwest': {'lat': 24.56908712010728, 'lng': -81.75449017989271}}}",Hilton Garden Inn Key West / The Keys Collection,"[{'height': 390, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102566792926973062619"">Hilton Garden Inn Key West / The Keys Collection</a>'], 'photo_reference': 'CmRaAAAAx9OjK9u690TVzxymT-3n1zCFGvJCiKSCk_Mjya_OwE_qZ_227mShHxIyFv3OH1fDFIMJg2V1kem6OiA8a2Aell9BIHITSAXIqNqeadwte6Wd89Q8EA2ecmNFNawmpJ7lEhBZ2cgO4yNHU92o4nk10TPgGhSglVZy0o54Jf5xla8JCZIdt_i1sw', 'width': 698}]",ChIJlwrQk2ix0YgR5W2Ss4gcLOU,"{'compound_code': 'H6CW+2P Key West, Florida', 'global_code': '76PWH6CW+2P'}","3850 N Roosevelt Blvd, Key West","['lodging', 'point_of_interest', 'establishment']",Rockpoint Group LLC 2019-4447-1823926
146,"{'location': {'lat': 24.5687272, 'lng': -81.75247739999999}, 'viewport': {'northeast': {'lat': 24.57045312989272, 'lng': -81.75109097010728}, 'southwest': {'lat': 24.56775347010728, 'lng': -81.75379062989272}}}",Fairfield Inn & Suites by Marriott Key West at The Keys Collection,"[{'height': 1366, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117843746661974254024"">Fairfield Inn &amp; Suites Key West at The Keys Collection</a>'], 'photo_reference': 'CmRaAAAAuseCdfA_z0Q4N7X9EOUvJWmjYux8KhiHwduk2u-P0ldEXG3rjwgXULbPX3sT3tdG28fvdSoAVq4Q1iCeKgnduuU0gT62sIpsCZmEaYiORtDZobd9b5iArgb_VudwjkViEhCMi74YmiL_EmJM6pkJ9iBsGhRbfNyD7_cEOShv7ZzTYwW4Yoz8Aw', 'width': 2048}]",ChIJM8fOxGix0YgRMNvo6eHFCws,"{'compound_code': 'H69X+F2 Key West, Florida', 'global_code': '76PWH69X+F2'}","3852 N Roosevelt Blvd, Key West","['lodging', 'point_of_interest', 'establishment']",Rockpoint Group LLC 2019-4447-1823951
147,"{'location': {'lat': 27.7615664, 'lng': -80.3967349}, 'viewport': {'northeast': {'lat': 27.76287992989272, 'lng': -80.3954849201073}, 'southwest': {'lat': 27.76018027010728, 'lng': -80.39818457989273}}}",Disney's Vero Beach Resort,"[{'height': 3465, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101843386925012940445"">Disney&#39;s Vero Beach Resort</a>'], 'photo_reference': 'CmRaAAAANIGhtawQSk10jQwwn5S6LoBmPYNVVL5qh9blJ8zC-Bjn5NIFQ2aYkw5IXqsJA5Qqx568nDM5bTRqy3aR8g_de4ju9gqAOKKOv2nQJicDl6BM3LlPmO4m-_wsfLCUtY0BEhCyKUBHq95h48kUnZrAQhauGhQnxmmGXb3KREadpTt0TH2zR60XVg', 'width': 5202}]",ChIJy-LTgMRc3ogR-bjW_exC1Gk,"{'compound_code': 'QJ63+J8 Vero Beach, Florida', 'global_code': '76VXQJ63+J8'}","9250 Island Grove Terrace, Vero Beach","['lodging', 'point_of_interest', 'establishment']",Walt Disney Company The -4392-1676722
148,"{'location': {'lat': 25.8863889, 'lng': -80.1336111}, 'viewport': {'northeast': {'lat': 25.88774532989272, 'lng': -80.13207377010728}, 'southwest': {'lat': 25.88504567010728, 'lng': -80.13477342989272}}}",TRYP by Wyndham Miami Bay Harbor,"[{'height': 400, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103254575251590719732"">A Google User</a>'], 'photo_reference': 'CmRaAAAAlg9I9K5YQquiMpultXht6y42HntlRMea0EZqIh-aINuf2iskI2yzhGb9lCdrzZNIfJ-27sz9eLXopjzDT-E8JI5IZO_qhStUhRto4FqlIqtvLl7zGA6Jz3GLiDPrubkGEhAn40hWQMdQ__eLUWlUGI2fGhSrEBspVuxfPPsBKVtk-t_nwPosjQ', 'width': 711}]",ChIJX4Hcu_2z2YgRTV4kGzMovkA,"{'compound_code': 'VVP8+HH Bay Harbor Islands, Florida', 'global_code': '76QXVVP8+HH'}","9540 W Bay Harbor Dr, Bay Harbor Islands","['lodging', 'point_of_interest', 'establishment']",Wyndham Hotels and Resor-4473-2004797
149,"{'location': {'lat': 26.9358269, 'lng': -80.0830876}, 'viewport': {'northeast': {'lat': 26.93721412989272, 'lng': -80.08166722010726}, 'southwest': {'lat': 26.93451447010728, 'lng': -80.08436687989271}}}",Wyndham Grand Jupiter At Harbourside Place,"[{'height': 1408, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100690210277750657466"">Wyndham Grand Jupiter At Harbourside Place</a>'], 'photo_reference': 'CmRaAAAAQjwX_iiyjR1L3oXfE4qWgkLTA5jiYFHXzr9EocUXB8aahwB43yNCkTRyAjnE7FQbMhRWTcggJRioTESUw6u8vNu7Pe4Kw1w1CctuxsQBeU6hFss59U57iH79CWjlLChfEhCB6tNs8MasOTSUw8X0iYm9GhRW1l4bkNq4rVVWUTyB9v0351XJtA', 'width': 2048}]",ChIJq7Rs9uPY3ogRVe-8A3aWt58,"{'compound_code': 'WWP8+8Q Jupiter, Florida', 'global_code': '76RXWWP8+8Q'}","122 Soundings Ave, Jupiter","['lodging', 'point_of_interest', 'establishment']",Wyndham Hotels and Resor-4473-2004799
150,"{'location': {'lat': 26.9358269, 'lng': -80.0830876}, 'viewport': {'northeast': {'lat': 26.93721412989272, 'lng': -80.08166722010726}, 'southwest': {'lat': 26.93451447010728, 'lng': -80.08436687989271}}}",Wyndham Grand Jupiter At Harbourside Place,"[{'height': 1408, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100690210277750657466"">Wyndham Grand Jupiter At Harbourside Place</a>'], 'photo_reference': 'CmRaAAAAnqTqTHmmwUOSty58Ny9Uf_Lp0YOd1otRcLEF2Dr8CPKTDxxFSyt0eKhrErXpJuIKlYP6qtV7p7O28BFclKksg6HGD_cyyeMa3AiJyTWZd_e0RN5Q_ErprIVdDEFbj6hVEhA39WJBE4gwN10NQnz5hiEqGhTIJzO30xU41f_gwsRLaRJMo43ZhQ', 'width': 2048}]",ChIJq7Rs9uPY3ogRVe-8A3aWt58,"{'compound_code': 'WWP8+8Q Jupiter, Florida', 'global_code': '76RXWWP8+8Q'}","122 Soundings Ave, Jupiter","['lodging', 'point_of_interest', 'establishment']",Wyndham Hotels and Resor-4473-2004798
151,"{'location': {'lat': 28.3583506, 'lng': -81.5347841}, 'viewport': {'northeast': {'lat': 28.35944372989272, 'lng': -81.53361027010727}, 'southwest': {'lat': 28.35674407010728, 'lng': -81.53630992989272}}}",Wyndham Grand Orlando Resort Bonnet Creek,"[{'height': 600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117922667872595691436"">A Google User</a>'], 'photo_reference': 'CmRaAAAATOGk_xtjJPSQaq-KhPUjjxe-0YTMGjWAkYGiN6aXvtw514qFwt_iT114QbtHztBA4RWcGM2ckNO5mBJQ2eysclR7cx4VsJln9hwNKWd72wHUKCj2QtKlbx5LzxLdB1TtEhBHKP2f73XMlKfCdb8AaZkGGhTcIDsZy5yZoBvyYPYw4xryc6VBXQ', 'width': 709}]",ChIJcxPbgHR_3YgREdEfQzSwSPE,"{'compound_code': '9F58+83 Orlando, Florida', 'global_code': '76WW9F58+83'}","14651 Chelonia Pkwy, Orlando","['lodging', 'point_of_interest', 'establishment']",Wyndham Hotels and Resor-4473-2004795
152,"{'location': {'lat': 28.358211, 'lng': -81.5266268}, 'viewport': {'northeast': {'lat': 28.35989147989272, 'lng': -81.52562667010727}, 'southwest': {'lat': 28.35719182010728, 'lng': -81.52832632989272}}}",JW Marriott Orlando Bonnet Creek Resort & Spa,"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100672225963453730333"">A Google User</a>'], 'photo_reference': 'CmRaAAAA-4ClGS-1VFFq4Y_NGILUETSd6hngsFg3EdIxQ5ijyjZNgYBe_4rbV6cnZc1UOdAJRF4CC3Kgsh_W3lFQ5bti42wHztBlUn1YzPkvA9kvtiWTpogvi3omBa5YTl9H4kS0EhC42k5dbS4jYC8JM4GqnON5GhQNNd8F8v9BEoRKDLBBHa-fyiyPqg', 'width': 1440}]",ChIJHZ7dfAt_3YgRwMXAncq14c4,"{'compound_code': '9F5F+78 Orlando, Florida', 'global_code': '76WW9F5F+78'}","14900 Chelonia Pkwy, Orlando","['lodging', 'point_of_interest', 'establishment']",Wyndham Hotels and Resor-4473-2004795
153,"{'location': {'lat': 28.3555089, 'lng': -81.5341828}, 'viewport': {'northeast': {'lat': 28.35671982989272, 'lng': -81.53277122010726}, 'southwest': {'lat': 28.35402017010728, 'lng': -81.53547087989271}}}",Hilton Orlando-Bonnet Creek Resort,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113005838632347922939"">Hilton Orlando Bonnet Creek</a>'], 'photo_reference': 'CmRaAAAAE1V5d_Bx1rHMBvrw_OFAxrLKVQmZ_R4MFEjxMTBEYeXbs_O8gScGcreDPKWLv3aUZb_a7_FBkTD2H2XkFumdZZuNjtyXNHsELSAcZJ6wiRGIsmUQMaunX4bZ6PUeCSaNEhAm2YyM6GL-NCZOYWVFLQEOGhT0bBySQh1-KO4EsLtKpbCu_i0x_g', 'width': 4500}]",ChIJObirUnJ_3YgRgKoJdbtSzWQ,"{'compound_code': '9F48+68 Orlando, Florida', 'global_code': '76WW9F48+68'}","14100 Bonnet Creek Resort Ln, Orlando","['lodging', 'point_of_interest', 'establishment']",Wyndham Hotels and Resor-4473-2004795
154,"{'location': {'lat': 28.3599513, 'lng': -81.5388983}, 'viewport': {'northeast': {'lat': 28.36144722989272, 'lng': -81.53756277010729}, 'southwest': {'lat': 28.35874757010728, 'lng': -81.54026242989272}}}",Club Wyndham Bonnet Creek,"[{'height': 600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100090887844842010126"">A Google User</a>'], 'photo_reference': 'CmRaAAAAMGSFoA_X1vt-x69wPMhnHUGa9LG55ANOeI3ymSODGiuftrrscz-sfvBq3xzFCV1Kt1G2O6OFOV9_i4oI2pwYIyKMD7RmbEpd9FWYC6YvlDpOIyhRcV1HOZ1LRDFDC4xoEhAZWFi5Gqd60Qps5OOsh0zpGhSBTCgPdm6CDZlF0sdSzU9UyAbwCw', 'width': 1000}]",ChIJg9pYI3V_3YgRKgNP2l4A-u8,"{'compound_code': '9F56+XC Orlando, Florida', 'global_code': '76WW9F56+XC'}","9560 Via Encinas, Orlando","['real_estate_agency', 'travel_agency', 'lodging', 'point_of_interest', 'establishment']",Wyndham Hotels and Resor-4473-2004795
155,"{'location': {'lat': 28.3531136, 'lng': -81.5333391}, 'viewport': {'northeast': {'lat': 28.35446382989272, 'lng': -81.53195337010727}, 'southwest': {'lat': 28.35176417010728, 'lng': -81.53465302989272}}}",Waldorf Astoria Orlando,"[{'height': 2988, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116352697539967136651"">A Google User</a>'], 'photo_reference': 'CmRaAAAAc2bsEhio1lnwwelFYugaYCz693FIo106OsFC67-bWy-55UB_x9erABeHK9OXPjeWayN_2aM4fhr6Mp91Em0wjhMGWvMM_Cm8urD6tWqXPSh63zPSirbKfsRwoAdvRfbtEhDi9KYO7l1KFpSVHdWlMKNvGhT8H1qjZUmPx_2SVWySqCKdQCxQbQ', 'width': 5312}]",ChIJ2VRuoXJ_3YgRK3PVUn07GYI,"{'compound_code': '9F38+6M Orlando, Florida', 'global_code': '76WW9F38+6M'}","14200 Bonnet Creek Resort Ln, Orlando","['lodging', 'point_of_interest', 'establishment']",Wyndham Hotels and Resor-4473-2004795
156,"{'location': {'lat': 30.2060795, 'lng': -85.8591393}, 'viewport': {'northeast': {'lat': 30.20752262989272, 'lng': -85.85772087010727}, 'southwest': {'lat': 30.20482297010727, 'lng': -85.86042052989272}}}",14701 Front Beach Rd Tower 3,,Ej4xNDcwMSBGcm9udCBCZWFjaCBSZCBUb3dlciAzLCBQYW5hbWEgQ2l0eSBCZWFjaCwgRkwgMzI0MTMsIFVTQSIjGiEKFgoUChIJTRB4cheMk4gRdOulG62K7owSB1Rvd2VyIDM,,Panama City Beach,['subpremise'],Wyndham Worldwide 2019-4486-2088266
157,"{'location': {'lat': 30.3849598, 'lng': -86.4685722}, 'viewport': {'northeast': {'lat': 30.38648872989271, 'lng': -86.46719932010727}, 'southwest': {'lat': 30.38378907010727, 'lng': -86.4698989798927}}}",1040 US-98,,ChIJSVPpy3lEkYgR-kPdxlSnx50,"{'compound_code': '9GMJ+XH Destin, Florida', 'global_code': '862M9GMJ+XH'}",Destin,['street_address'],Wyndham Worldwide 2019-4486-2088263
158,"{'location': {'lat': 29.232596, 'lng': -81.01067350000001}, 'viewport': {'northeast': {'lat': 29.23390242989273, 'lng': -81.00944202010729}, 'southwest': {'lat': 29.23120277010728, 'lng': -81.01214167989272}}}",Ocean Walk Condo,,ChIJAQDAakDa5ogRt39jsc2fWcI,,"North Building, 300 N Atlantic Ave, Daytona Beach","['point_of_interest', 'establishment']",Wyndham Worldwide 2019-4486-2088532
159,"{'location': {'lat': 29.2320637, 'lng': -81.0102448}, 'viewport': {'northeast': {'lat': 29.23374342989272, 'lng': -81.00921377010728}, 'southwest': {'lat': 29.23104377010728, 'lng': -81.01191342989272}}}",Club Wyndham Ocean Walk,"[{'height': 704, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103351384285986635548"">A Google User</a>'], 'photo_reference': 'CmRaAAAAvwe4E3ibRunz6vc49GDlirKZhvQvgM8Z7Tc-jiGQ4KfIVlzRHjVpqXgyR5Zg491z2vPTmhxF2ctWWjhktgM44Ol16-gXUADKdRWsLna2dh_JSfxys3Y1JZtqR5LkeqsdEhB24cejmVYOqsetCRqjdfp0GhRysZVTE_ROWkuTieFGGuU96bEoJA', 'width': 1024}]",ChIJperh1xCA3YgRe5Io9XXmryQ,"{'compound_code': '6XJQ+RW Daytona Beach, Florida', 'global_code': '76XW6XJQ+RW'}","300 N Atlantic Ave, Daytona Beach","['real_estate_agency', 'travel_agency', 'lodging', 'point_of_interest', 'establishment']",Wyndham Worldwide 2019-4486-2088532
160,"{'location': {'lat': 29.9508666, 'lng': -90.06801519999999}, 'viewport': {'northeast': {'lat': 29.95213937989272, 'lng': -90.06670787010728}, 'southwest': {'lat': 29.94943972010728, 'lng': -90.06940752989271}}}",Club Wyndham La Belle Maison,"[{'height': 438, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113457883434893411605"">Wyndham La Belle Maison</a>'], 'photo_reference': 'CmRaAAAAc8IPEGlud7x-vBgODDDKPCB8_U8xvgUTHeO6rcvv4aYsMPhOd7btgYhZKq7I7Z1a0vSWfayVI-TlRsWtLk5bqMMo-HMY1gRFyKdzL6MAgzDxAVU6leaHXmYEvGs5lJ55EhCKnN_DcBD7K_F3FriSO57MGhRbhbbg9e21nDbydSilwNrUsV0Wkg', 'width': 660}]",ChIJzy66LHOmIIYR3rK8EXHfcSM,"{'compound_code': 'XW2J+8Q New Orleans, Louisiana', 'global_code': '76XFXW2J+8Q'}","515 Gravier St, New Orleans","['real_estate_agency', 'travel_agency', 'lodging', 'point_of_interest', 'establishment']",Wyndham Worldwide 2019-4486-2088071
161,"{'location': {'lat': 26.2264061, 'lng': -80.1584816}, 'viewport': {'northeast': {'lat': 26.2276228, 'lng': -80.15697547010728}, 'southwest': {'lat': 26.2241896, 'lng': -80.15967512989272}}}",Club Wyndham Palm-Aire,"[{'height': 1431, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108089152184708357769"">Wyndham Palm-Aire</a>'], 'photo_reference': 'CmRaAAAAgVAP1jXl9dafCAUl1JaOhqPlv6Er2ieC-4Zu_fHxvitBY82rQmsNhZy6ov_LNTXItPiLX6nyv5PnySk16rmLt-0LD8wUphBpli-XRnJgqDivz0IvN-8ZnyJ0thkPtQCiEhDAfr-f3HiiZQvJY-nRv9G0GhSWxSwisHbChf0nbdN8yZUDSCE2mw', 'width': 2048}]",ChIJO2o9cQkD2YgRbYgHHJnvke8,"{'compound_code': '6RGR+HJ Pompano Beach, Florida', 'global_code': '76RX6RGR+HJ'}","2601 Palm Aire Dr N, Pompano Beach","['real_estate_agency', 'travel_agency', 'lodging', 'point_of_interest', 'establishment']",Wyndham Worldwide 2019-4486-2088265
162,"{'location': {'lat': 30.3974594, 'lng': -86.62927909999999}, 'viewport': {'northeast': {'lat': 30.39895522989272, 'lng': -86.62780422010728}, 'southwest': {'lat': 30.39625557010728, 'lng': -86.63050387989273}}}",Bella Riva,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106571501209797196532"">A Google User</a>'], 'photo_reference': 'CmRZAAAAnWWKYhBT4J8RLjFrvN4F7NjpCK_X8h5_bvOxfXUS0rcm2KlOr8u1kWUj4C6fAVDT9PkiLzKZWQU5amzC-qXexaYswvTPxeXM8XGqALa0eOXkmuOWtCDw7YTdEwLvvzyDEhCgynJBTp9SNZPYh9jpwUmdGhTQs-lvUuyHkGdafD48PDqaCq4cwA', 'width': 3024}]",ChIJ1eVAO9I-kYgRGBNHmCkPssg,"{'compound_code': '99WC+X7 Fort Walton Beach, Florida', 'global_code': '862M99WC+X7'}","874 Venus Ct, Fort Walton Beach","['real_estate_agency', 'travel_agency', 'point_of_interest', 'establishment']",Wyndham Worldwide 2019-4486-2088254
163,"{'location': {'lat': 28.0380294, 'lng': -82.7075938}, 'viewport': {'northeast': {'lat': 28.03969997989272, 'lng': -82.70630892010729}, 'southwest': {'lat': 28.03700032010727, 'lng': -82.70900857989272}}}",Mease Countryside Hospital,"[{'height': 1536, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110885197015970698712"">Jerry Z</a>'], 'photo_reference': 'CmRaAAAAkZnVAfSXsR5cX3Xjlh7d_ZlUfWP34tPYr99CGPG6sbi920ceqysmsYXb6tApbEhKr-84aMyx2xdTlanXkWfD3aYcwnNmjYcV77L6V-ZqTJ5WjhHzohYBPItxvCrkxsMGEhCBnfWYFldbnygtHlgJB3ZfGhTLan3pTIpa8Tnuq9pmPbr-HsEuAA', 'width': 2048}]",ChIJGXlF37jtwogRKiJOJv16wMA,"{'compound_code': '27QR+6X Safety Harbor, Florida', 'global_code': '76WV27QR+6X'}","3231 McMullen Booth Rd, Safety Harbor","['hospital', 'health', 'point_of_interest', 'establishment']",BayCare Health System In-4387-1676711
164,"{'location': {'lat': 27.7884523, 'lng': -82.34494409999999}, 'viewport': {'northeast': {'lat': 27.78967512989272, 'lng': -82.34373547010728}, 'southwest': {'lat': 27.78697547010728, 'lng': -82.34643512989273}}}",St. Joseph's Hospital - South,"[{'height': 1152, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115231062372388485834"">St. Joseph&#39;s hospital-South</a>'], 'photo_reference': 'CmRaAAAAdSxPErY1jC6zVWLmpH01_Ul6fbFieyh453toG_xwIeDP3o-vr0zDhHQ1BTIF_uZN56gHxMKaekOz79LDvZkpEJSm_yRuiPG4dwjDHZ8bogvWc8v83GvaLyozwa41AEBEEhCl2VcHHOyOgHR7jstELjfJGhSi8qt8k6GyqtHXrcrNkNLERrgW0A', 'width': 2048}]",ChIJAaUDtCDXwogRIorH2pBKyfc,"{'compound_code': 'QMQ4+92 Riverview, Florida', 'global_code': '76VVQMQ4+92'}","6901 Simmons Loop, Riverview","['hospital', 'health', 'point_of_interest', 'establishment']",BayCare Health System In-4390-1676714
165,"{'location': {'lat': 37.7824367, 'lng': -122.1830766}, 'viewport': {'northeast': {'lat': 37.78382932989271, 'lng': -122.1818038201073}, 'southwest': {'lat': 37.78112967010727, 'lng': -122.1845034798927}}}",Orchard Meadow Residence Hall,,ChIJIa9Q1RuGj4ARHUw6qoDc_kQ,"{'compound_code': 'QRJ8+XQ Oakland, California', 'global_code': '849VQRJ8+XQ'}","Mills College Oakland CA, Oakland","['point_of_interest', 'establishment']",Educational Institutiona-4445-1821033
166,"{'location': {'lat': 27.7114648, 'lng': -82.68596269999999}, 'viewport': {'northeast': {'lat': 27.71287437989272, 'lng': -82.68466872010728}, 'southwest': {'lat': 27.71017472010728, 'lng': -82.68736837989272}}}",Omega Complex at Eckerd College,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117395899682056439967"">Greg Hammack</a>'], 'photo_reference': 'CmRaAAAAHbpXloOzFUHp9LEj7CuHf62YJyHRxsXjgewRRopm3QNp9ykDi0bSJWDdYYaNes26ONLRtMchxQjh60Qcl6zTgkCtPUUsh_vapo_9h8OI6QDCbJHEaYnwBfI29acC0IVREhDI2VHFgmcaHl8BtziQgIMnGhQIXdEcvb3VUEs1o8wNPm2jiDOLQA', 'width': 3264}]",ChIJm742Kpkdw4gRTs-cZ_jIFf8,"{'compound_code': 'P867+HJ St. Petersburg, Florida', 'global_code': '76VVP867+HJ'}","Omega Residence Hall, 4200 54th Ave S, St. Petersburg","['point_of_interest', 'establishment']",Educational Institutiona-4445-1820916
167,"{'location': {'lat': 35.1144512, 'lng': -89.9749662}, 'viewport': {'northeast': {'lat': 35.11567207989272, 'lng': -89.97362072010728}, 'southwest': {'lat': 35.11297242010728, 'lng': -89.97632037989273}}}",2648 Spottswood Ave,,ChIJl6e6QjqHf4gRkRuNwD3DAn4,"{'compound_code': '427G+Q2 Memphis, Tennessee', 'global_code': '867G427G+Q2'}",Memphis,['street_address'],Norfolk Southern Corpora-4504-2114493
168,"{'location': {'lat': 33.1494776, 'lng': -80.42837449999999}, 'viewport': {'northeast': {'lat': 33.15082347989273, 'lng': -80.42699782010727}, 'southwest': {'lat': 33.14812382010729, 'lng': -80.42969747989272}}}",Norfolk Southern,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116195593815837321524"">Kristopher Hall</a>'], 'photo_reference': 'CmRaAAAAOazSyIBgEj-hV5IiPQZL0wA6L3ixKVyJXdF4xSE6eMsWfftT3nc1Gp19SfwI8X61kRHn0ePqRnEsPthcGvz_OwxK13Gc_2gkxWOjtMesfeGBO1Xkg6nwYzrqvQkh9SMOEhATOHnLN2XmVyEymA_8aeMPGhRhDiX_XhPi5nBPd73JdVy4w_Dcdw', 'width': 4032}]",ChIJE-HYOSHq_ogRccxqQegYF6w,"{'compound_code': '4HXC+QM Dorchester, South Carolina', 'global_code': '865X4HXC+QM'}","125 Brosnan Forest Rd, Dorchester","['point_of_interest', 'establishment']",Norfolk Southern Corpora-4504-2114879
169,"{'location': {'lat': 29.9792022, 'lng': -90.04458609999999}, 'viewport': {'northeast': {'lat': 29.98059292989272, 'lng': -90.04341742010728}, 'southwest': {'lat': 29.97789327010728, 'lng': -90.04611707989272}}}",2101 St Ferdinand St,,ChIJa-f3boOoIIYRCtCeyoku5Uw,"{'compound_code': 'XXH4+M5 New Orleans, Louisiana', 'global_code': '76XFXXH4+M5'}",New Orleans,['street_address'],Norfolk Southern Corpora-4504-2114556
