,business_status,geometry,icon,id,name,opening_hours,photos,place_id,plus_code,rating,reference,scope,types,user_ratings_total,vicinity,LocationID,permanently_closed,price_level
182,OPERATIONAL,"{'location': {'lat': 25.7787513, 'lng': -80.2764712}, 'viewport': {'northeast': {'lat': 25.78007662989272, 'lng': -80.27511937010726}, 'southwest': {'lat': 25.77737697010727, 'lng': -80.27781902989271}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,421ff68c574390bbef9016ee5956524819757463,Moon Tower,,,ChIJW7m5dGK32YgRpkf8Z506I7E,"{'compound_code': 'QPHF+GC Miami, Florida', 'global_code': '76QXQPHF+GC'}",4.0,ChIJW7m5dGK32YgRpkf8Z506I7E,GOOGLE,"['point_of_interest', 'establishment']",1.0,Miami,Park Intermediate Holdin-4495-2095586,,
183,OPERATIONAL,"{'location': {'lat': 24.5477063, 'lng': -81.7901552}, 'viewport': {'northeast': {'lat': 24.54918642989272, 'lng': -81.78877962010728}, 'southwest': {'lat': 24.54648677010728, 'lng': -81.79147927989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/lodging-71.png,,"Casa Marina Key West, A Waldorf Astoria Resort",{'open_now': True},"[{'height': 1969, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102310943457894442831"">Casa Marina Resort, The Waldorf Astoria Collection</a>'], 'photo_reference': 'CmRaAAAAReITVFl-zM8VBtOflrSziby-D_XKSBMWiPv82MAl6Sg5abqx3EwanHDCRKbOqnvEKi639mlTyDviEKDGGv8seaE2qK48AUBQOkk_F8lOHIueOojxKwydfMGiFTfgGbDOEhAhMk9wbRqfIu4EfjfaQZ3dGhSg9iTOZTZbM0HMGTcpWX53_ai2Jw', 'width': 3500}]",ChIJCUmNsNq20YgRx-gMuBVKrKY,"{'compound_code': 'G6X5+3W Key West, Florida', 'global_code': '76PWG6X5+3W'}",3.9,ChIJCUmNsNq20YgRx-gMuBVKrKY,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",2068.0,"1500 Reynolds St, Key West",Park Intermediate Holdin-4495-2095575,,
184,OPERATIONAL,"{'location': {'lat': 24.5474916, 'lng': -81.79419329999999}, 'viewport': {'northeast': {'lat': 24.54875112989272, 'lng': -81.79299277010728}, 'southwest': {'lat': 24.54605147010728, 'lng': -81.79569242989271}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,,Casa Marina Beach House,{},"[{'height': 505, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114237399048986834336"">Hardik Chudasama</a>'], 'photo_reference': 'CmRaAAAALEgtw1s2thtRvaYhs4wozAemdkNdPoq8hlKU_UTkkbA2XeDEeHWt8WZoxJ3w5Qirk_m3Ai7DBo68Citx6SKCddT983maH4oqHLfPnLXkulG-IYYMkGeCDngkX8XfseUEEhDyJamnUCLP-H1XljhSvJVgGhSa4RMoZaby-NcWr9bEZ8aayPl5yQ', 'width': 1015}]",ChIJJ68Tetu20YgR0_h_4aT-Vos,"{'compound_code': 'G6W4+X8 Key West, Florida', 'global_code': '76PWG6W4+X8'}",4.0,ChIJJ68Tetu20YgR0_h_4aT-Vos,GOOGLE,"['point_of_interest', 'establishment']",3.0,"1435 Simonton St, Key West",Park Intermediate Holdin-4495-2095575,,
185,,"{'location': {'lat': 24.5499264, 'lng': -81.7909947}, 'viewport': {'northeast': {'lat': 24.5600753, 'lng': -81.77498729999999}, 'southwest': {'lat': 24.5397767, 'lng': -81.80700209999999}}}",https://maps.gstatic.com/mapfiles/place_api/icons/geocode-71.png,,Casa Marina,,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111385339270535249508"">Paulo Vitor Herrmann</a>'], 'photo_reference': 'CmRZAAAAR6a5rRdgOstipeK9F-IubbX-m0-mPe9-_VDsnRrQtkmW2_GBtRbRjA5cUHDJ8E1vwz8m3PQgj2OiL2nIkPXLVestU-QqfXiIgbjIOMDA-K2zi2TEALRQyTEocLTlmWaLEhD7cHbe6ReAOO7NIXMaGPpFGhT1mtgHLRre6oc8WDV-D0grp0IDdw', 'width': 4608}]",ChIJiampSsW20YgRfXVgP6ufw30,,,ChIJiampSsW20YgRfXVgP6ufw30,GOOGLE,"['neighborhood', 'political']",,Key West,Park Intermediate Holdin-4495-2095575,,
186,OPERATIONAL,"{'location': {'lat': 24.5473015, 'lng': -81.79175959999999}, 'viewport': {'northeast': {'lat': 24.54869452989272, 'lng': -81.79044157010726}, 'southwest': {'lat': 24.54599487010728, 'lng': -81.79314122989271}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,9c3c925e4c31563d3613f13f21cb0045db9e47e7,Barefoot Billy's Watersports - The Casa Marina Resort,{'open_now': True},"[{'height': 1023, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110548893417377406217"">Barefoot Billy&#39;s</a>'], 'photo_reference': 'CmRaAAAA8bHZp0k6DTYG2UQYj26ORQ9hzTSCORdzeu_FJMROZMGKgoyanwx5xWZb1ch8isUI9SEtK090BcUntfJgC14NwR04sYpQTf0D9LEQq7m_71Aw2mankZMhZMNwHK4mXTlNEhA3z-cOBfFcTb9cWm_aUPYcGhRhSkSwiQPuKaMmiprshGO8aIlLGQ', 'width': 1024}]",ChIJlcSH4tq20YgRS1F2y4i2QIc,"{'compound_code': 'G6W5+W7 Key West, Florida', 'global_code': '76PWG6W5+W7'}",4.7,ChIJlcSH4tq20YgRS1F2y4i2QIc,GOOGLE,"['point_of_interest', 'establishment']",165.0,"720 Seminole St, Key West",Park Intermediate Holdin-4495-2095575,,
187,OPERATIONAL,"{'location': {'lat': 29.981288, 'lng': -90.2571349}, 'viewport': {'northeast': {'lat': 29.98275122989273, 'lng': -90.25575247010728}, 'southwest': {'lat': 29.98005157010729, 'lng': -90.25845212989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/lodging-71.png,1571e05e04a951b7a43e9ef3fcb6730ac602c8aa,Hilton New Orleans Airport,{'open_now': True},"[{'height': 1314, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101064331724311545212"">Hilton New Orleans Airport</a>'], 'photo_reference': 'CmRaAAAA_wrOKCCNUTVnLa9GMF9xhtZ_Y6dIcXWaM3FsXrjFgQ71YHaG-mKb25s84sVZQt6P3bWx8sWxp8PSejrVRC7jlRIamQBhGcc2K_6WFaxnvuqsGZdVJhiGtzBqRDwZPskZEhCevAssZbrMQXLKbehJfu81GhQVBFGciKUfq1bA-S7bo1iegsE4oQ', 'width': 2048}]",ChIJm_MQeXm3IIYR0pKegSA2b1g,"{'compound_code': 'XPJV+G4 Kenner, Louisiana', 'global_code': '76XFXPJV+G4'}",4.1,ChIJm_MQeXm3IIYR0pKegSA2b1g,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",1049.0,"901 Airline Dr, Kenner",Park Intermediate Holdin-4495-2095609,,
188,OPERATIONAL,"{'location': {'lat': 19.926983, 'lng': -155.8854068}, 'viewport': {'northeast': {'lat': 19.92833282989272, 'lng': -155.8840569701073}, 'southwest': {'lat': 19.92563317010728, 'lng': -155.8867566298927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/lodging-71.png,,Palace Tower at Waikoloa Resort,,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105922991879849386458"">Tom Ka</a>'], 'photo_reference': 'CmRaAAAAyBWW1UV2lzFfHFoeYNfOq4Gu7GCoWMCkA21M_pO5HiP43OFtgZUKGt5MJD8bYVUwzGiYe2ft0p-kODquKl5sCaSxDfJ9MTe7uFdqir2nMSPU1mK_PTvz0M9XWMLQxBDrEhASTtL98Z04kVp150mVEW2SGhSya-ikECISOJ0N99947rfXtoxSSA', 'width': 4032}]",ChIJGfvh2Yt3VHkRe1tSt5EKPFo,"{'compound_code': 'W4G7+QR Waikoloa Village, Hawaii', 'global_code': '73F6W4G7+QR'}",4.4,ChIJGfvh2Yt3VHkRe1tSt5EKPFo,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",109.0,"Nawahine Pl, Waikoloa Village",Park Intermediate Holdin-4495-2095602,,
189,OPERATIONAL,"{'location': {'lat': 19.923984, 'lng': -155.887487}, 'viewport': {'northeast': {'lat': 19.92521022989273, 'lng': -155.8860585701073}, 'southwest': {'lat': 19.92251057010728, 'lng': -155.8887582298927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/lodging-71.png,1492da3212dbf9a6fddef6e3751dc656296734f5,Hilton Waikoloa Village,{'open_now': True},"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103329943005332585544"">A Google User</a>'], 'photo_reference': 'CmRaAAAADWW_AW7ET68FSZc-ECg1cRSBD8x3hJnKPbz77j-406l08kZsynv7VIp8pyJ2QFKT1S8AeMQyHusyPyuAu7KwCuSsQjHPcWnYsAwrALqDY_n7PeXZd2JCTdtU270SNlvfEhCCOa5wjVdXYa-vomuzqOxJGhRQ_RNehhQhqHaKmaDNln5Tfe3UDA', 'width': 4006}]",ChIJxZ2pxo53VHkRNqPqqSPHzmU,"{'compound_code': 'W4F7+H2 Waikoloa Village, Hawaii', 'global_code': '73F6W4F7+H2'}",4.3,ChIJxZ2pxo53VHkRNqPqqSPHzmU,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",5123.0,"69-425 Waikoloa Beach Dr, Waikoloa Village",Park Intermediate Holdin-4495-2095603,,
190,OPERATIONAL,"{'location': {'lat': 19.9280138, 'lng': -155.8865258}, 'viewport': {'northeast': {'lat': 19.92936362989272, 'lng': -155.8851759701072}, 'southwest': {'lat': 19.92666397010728, 'lng': -155.8878756298927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/lodging-71.png,c4cb22f8c45f8af4607d2ce71aa4d751de8731b1,Ocean Tower at Hilton Waikoloa Village,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112149245325220213523"">varun raja velivela</a>'], 'photo_reference': 'CmRaAAAA7ZhfC_r6VDbYsiH-to7w4cMKsQt6malfnCQJogboNaqyP_B9uEque5KCYVazDBQQy7r_2Nvx4xH8Z1-ur9yQl1cuBw-fF0lMQ69D01R33LXUp6ntVXV30BzMcm-kc64oEhB1ADYXncew9FRhkq0KXugmGhT5tIvvoaO_cWYo4dd53slwm-xhcA', 'width': 4032}]",ChIJi5wXLIl3VHkRox-bbFn9TtI,"{'compound_code': 'W4H7+69 Waikoloa Village, Hawaii', 'global_code': '73F6W4H7+69'}",3.9,ChIJi5wXLIl3VHkRox-bbFn9TtI,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",245.0,"69-425 Waikoloa Beach Dr, Waikoloa Village",Park Intermediate Holdin-4495-2095603,,
191,OPERATIONAL,"{'location': {'lat': 19.923984, 'lng': -155.887487}, 'viewport': {'northeast': {'lat': 19.92521022989273, 'lng': -155.8860585701073}, 'southwest': {'lat': 19.92251057010728, 'lng': -155.8887582298927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/lodging-71.png,1492da3212dbf9a6fddef6e3751dc656296734f5,Hilton Waikoloa Village,{'open_now': True},"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103329943005332585544"">A Google User</a>'], 'photo_reference': 'CmRaAAAAjlZf4U9FNdHQ_pFO7UhSOki6F1Rw4jScgQKXcYACnB0FHLjjdAGbaeIHxbPtCZquKnvlCme4RogHeUgwjrj_hhIePkFGBqv2MjWLV7wQtLdSr4nbZq4ah7E3v8LpbwFaEhA-V0anV80EiHcCze6LNhppGhR6UK2PqPVYIJmg3lTp5PGS0qZrOQ', 'width': 4006}]",ChIJxZ2pxo53VHkRNqPqqSPHzmU,"{'compound_code': 'W4F7+H2 Waikoloa Village, Hawaii', 'global_code': '73F6W4F7+H2'}",4.3,ChIJxZ2pxo53VHkRNqPqqSPHzmU,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",5123.0,"69-425 Waikoloa Beach Dr, Waikoloa Village",Park Intermediate Holdin-4495-2095604,,
192,OPERATIONAL,"{'location': {'lat': 19.9280138, 'lng': -155.8865258}, 'viewport': {'northeast': {'lat': 19.92936362989272, 'lng': -155.8851759701072}, 'southwest': {'lat': 19.92666397010728, 'lng': -155.8878756298927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/lodging-71.png,c4cb22f8c45f8af4607d2ce71aa4d751de8731b1,Ocean Tower at Hilton Waikoloa Village,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112149245325220213523"">varun raja velivela</a>'], 'photo_reference': 'CmRaAAAAjqgkZdIrNTW8qjM2maHM9VJ6p6USc4Q1I7ZWYiAITL2rOWDWzVgGgyp5X9pnmuoQK8BJfVsUP33FRwtIv18pvbImFhPxRzTB4WkRfUygNi_9jjtvo857YYMhRWMXKXDXEhAq8Kq1z5uMgQN6ki8EaW8uGhQX5Atjt1rG5jLSlkMPEU-p07Uvwg', 'width': 4032}]",ChIJi5wXLIl3VHkRox-bbFn9TtI,"{'compound_code': 'W4H7+69 Waikoloa Village, Hawaii', 'global_code': '73F6W4H7+69'}",3.9,ChIJi5wXLIl3VHkRox-bbFn9TtI,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",245.0,"69-425 Waikoloa Beach Dr, Waikoloa Village",Park Intermediate Holdin-4495-2095604,,
193,OPERATIONAL,"{'location': {'lat': 19.9240638, 'lng': -155.8792739}, 'viewport': {'northeast': {'lat': 19.92547712989272, 'lng': -155.8778862201073}, 'southwest': {'lat': 19.92277747010728, 'lng': -155.8805858798927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,,Waikoloa Hilton Building #10,,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105646874602258037360"">Kimberly Garnett</a>'], 'photo_reference': 'CmRaAAAAi89Pe2H9bhoovFdrUIbvXWZDn1Ft6VX1ow5wtPM7TEss9RoVWt-FZtVO6wJBxCJrzgIF3aXfL_gKyTTsnU2zvIEVbw4WrG6xZtJ6sEuyQIVDHwsHdkFdOwhoZ-KqqMl6EhDfGDnHgeTQtWRYa_Dcy4X9GhTzye3nHpJ9Lmjl-T7hICtOdEXs_w', 'width': 4608}]",ChIJxXEDqfR3VHkRO0BibGSS3oQ,"{'compound_code': 'W4FC+J7 Waikoloa Village, Hawaii', 'global_code': '73F6W4FC+J7'}",4.8,ChIJxXEDqfR3VHkRO0BibGSS3oQ,GOOGLE,"['point_of_interest', 'establishment']",9.0,"69-555 Waikoloa Beach Dr, Waikoloa Village",Park Intermediate Holdin-4495-2095604,,
194,OPERATIONAL,"{'location': {'lat': 19.926983, 'lng': -155.8854068}, 'viewport': {'northeast': {'lat': 19.92833282989272, 'lng': -155.8840569701073}, 'southwest': {'lat': 19.92563317010728, 'lng': -155.8867566298927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/lodging-71.png,,Palace Tower at Waikoloa Resort,,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105922991879849386458"">Tom Ka</a>'], 'photo_reference': 'CmRaAAAA1chvYMo_2e0nX_gZHO0MoSBC5DIDlO8Ylu9HdDwdsqyC89vXfTRYtHqNoq6xdOiB0kaXvUNHmq2-yCnJrRV-JrWq_aX9sVm8iaSric_UnPt1qkIXw0Es03AV_UPdVoZZEhD1drDMVE-2-p1N91eA8NNWGhRecMHNnHSEbsEyHzaqHIGYZenPtg', 'width': 4032}]",ChIJGfvh2Yt3VHkRe1tSt5EKPFo,"{'compound_code': 'W4G7+QR Waikoloa Village, Hawaii', 'global_code': '73F6W4G7+QR'}",4.4,ChIJGfvh2Yt3VHkRe1tSt5EKPFo,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",109.0,"Nawahine Pl, Waikoloa Village",Park Intermediate Holdin-4495-2095604,,
195,OPERATIONAL,"{'location': {'lat': 19.9273433, 'lng': -155.8862101}, 'viewport': {'northeast': {'lat': 19.92869312989272, 'lng': -155.8848602701073}, 'southwest': {'lat': 19.92599347010728, 'lng': -155.8875599298927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/lodging-71.png,,Ocean Tower by Hilton Grand Vacations,{'open_now': True},"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104942338462582399625"">A Google User</a>'], 'photo_reference': 'CmRaAAAA5yvYN6ukD5Km0-I8rQmoOJ4WaOac6Fya630167rte6aIiV2Ji88FOPLSXn1Tn4JVIX0-GgCacYtC3AU3YRsVQVj4Ud9Y2FtzuPZNBN3-6fbXfpFP76P6skJ_66O4DeJWEhDhTb-HC2WAx-4T93uJw2uyGhQ4h0G1LwYKmqyQZAteIkrP6h__yg', 'width': 4498}]",ChIJsaBxzG13VHkROHcSH8WKK58,"{'compound_code': 'W4G7+WG Waikoloa Village, Hawaii', 'global_code': '73F6W4G7+WG'}",4.0,ChIJsaBxzG13VHkROHcSH8WKK58,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",29.0,"Ocean Tower, 69-425 Waikoloa Beach Dr, Waikoloa Village",Park Intermediate Holdin-4495-2095604,,
196,OPERATIONAL,"{'location': {'lat': 19.9185908, 'lng': -155.8881426}, 'viewport': {'northeast': {'lat': 19.92009272989272, 'lng': -155.8867927701073}, 'southwest': {'lat': 19.91739307010728, 'lng': -155.8894924298927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,ee7beaff8c715812fa326ea668050a50142c40b6,KOLEA 6E,,,ChIJbfI7z5F3VHkRkMC0C78Ul_o,"{'compound_code': 'W496+CP Waikoloa Village, Hawaii', 'global_code': '73F6W496+CP'}",5.0,ChIJbfI7z5F3VHkRkMC0C78Ul_o,GOOGLE,"['point_of_interest', 'establishment']",1.0,Waikoloa Village,Park Intermediate Holdin-4495-2095604,,
197,OPERATIONAL,"{'location': {'lat': 19.9167443, 'lng': -155.8826799}, 'viewport': {'northeast': {'lat': 19.91791852989272, 'lng': -155.8815718201073}, 'southwest': {'lat': 19.91521887010728, 'lng': -155.8842714798927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/lodging-71.png,,Hilton Grand Vacations,,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117455545519572250188"">Wa Da Skoop</a>'], 'photo_reference': 'CmRaAAAAth6OQ-apc4SU09ToVsbUj6fgFz826mpEO4z7gzzOCi4RB84vP4aBbgsj6dzurwf0KeV-Xlh4ILM6h4OkCzot-hL9dOMzYzJITb4xWFGU7-EjfOxCdY0HNbo-gwJ5mB1vEhARLNGTuB53L_Ys4DeZ1PSvGhRywyfQCeolxlFTra8NWHfsu4KunA', 'width': 3024}]",ChIJ8XmK-5J3VHkRWgWAXNr6Zho,"{'compound_code': 'W488+MW Waikoloa Village, Hawaii', 'global_code': '73F6W488+MW'}",4.7,ChIJ8XmK-5J3VHkRWgWAXNr6Zho,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",24.0,"250 Waikoloa Beach Dr, Waikoloa Village",Park Intermediate Holdin-4495-2095604,,
198,OPERATIONAL,"{'location': {'lat': 19.9223533, 'lng': -155.8777893}, 'viewport': {'northeast': {'lat': 19.92320807989272, 'lng': -155.8764361701073}, 'southwest': {'lat': 19.92050842010728, 'lng': -155.8791358298927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/lodging-71.png,239c78681ce78aa3130380232440e454e186158a,Kohala Suites by Hilton Grand Vacations,{'open_now': True},"[{'height': 3600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103382008505108336065"">A Google User</a>'], 'photo_reference': 'CmRaAAAA4ajk4egS_Pt8_-Tgk2_qXWI2MuJ6GToDHSHkTMbEDNZIKbqnPB3v7eCbIaapm9t2oydakB4Kh9IW-oxysMLBdS0WH-9BLVUki3E52Q37r0w_v2zYf-hOXm0lf8--t7M9EhC-BveXqfKDwA1PMovkwXUzGhRp_1tm_sGPaU83llMaBO6MoCuelA', 'width': 5394}]",ChIJg6CLbPN3VHkRxHcKtSQFUhQ,"{'compound_code': 'W4CC+WV Waikoloa Village, Hawaii', 'global_code': '73F6W4CC+WV'}",4.6,ChIJg6CLbPN3VHkRxHcKtSQFUhQ,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",627.0,"69-550 Waikoloa Beach Dr, Waikoloa Village",Park Intermediate Holdin-4495-2095604,,
199,OPERATIONAL,"{'location': {'lat': 19.9246783, 'lng': -155.8819814}, 'viewport': {'northeast': {'lat': 19.92627957989272, 'lng': -155.8806819201073}, 'southwest': {'lat': 19.92357992010728, 'lng': -155.8833815798927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/lodging-71.png,,The Bay Club at Waikoloa Beach Resort,{'open_now': True},"[{'height': 617, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114667239121426938600"">Bay Club at Waikoloa Beach Resort</a>'], 'photo_reference': 'CmRaAAAAWykedSWW70UHEpoyHkjsYMLKvf0mqCS82U6c_KTEaxPQq0wX-FTQk7wTAWkvOzDjZMgFWNQ53gB2AcV8nUlA_TwkJlgO1tgMgwel5NTLFa_7--sIoT3om8tgj50epGP9EhCvq-ClaWAZ0PYyBvPnJlcGGhR9bT3q1FxZ8MAn_C2JtJFkFO1mnw', 'width': 864}]",ChIJQ23cbPN3VHkRZ0uSspCtNQ0,"{'compound_code': 'W4F9+V6 Waikoloa Village, Hawaii', 'global_code': '73F6W4F9+V6'}",4.6,ChIJQ23cbPN3VHkRZ0uSspCtNQ0,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",546.0,"69-450 Waikoloa Beach Dr, Waikoloa Village",Park Intermediate Holdin-4495-2095604,,
200,OPERATIONAL,"{'location': {'lat': 19.9247222, 'lng': -155.8897222}, 'viewport': {'northeast': {'lat': 19.92580282989272, 'lng': -155.8877931201073}, 'southwest': {'lat': 19.92310317010728, 'lng': -155.8904927798927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,,Orchid Marketplace,{'open_now': False},"[{'height': 1536, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108000929737682847913"">Andy Roberts</a>'], 'photo_reference': 'CmRaAAAAcPJRDe4nu57DKi-RBz_8XNugMDGgMCv7BTK_j9dNY-SNjgIgyz9HMPhNqVfzprPqQ3CKsCfIbf1M9aqtoF82FXfhy3CN_N0pS9vzdi3aaFilhtJP3edxVnsEg2oF_HmbEhAZtiPy0sZUbzkPP2O__LqAGhT-MPAvUlKxjkKkKwiVnhp5VB6HyA', 'width': 2048}]",ChIJxZ2pxo53VHkRiZVdtFHevKE,"{'compound_code': 'W4F6+V4 Waikoloa Village, Hawaii', 'global_code': '73F6W4F6+V4'}",3.9,ChIJxZ2pxo53VHkRiZVdtFHevKE,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",72.0,"69-425 Waikoloa Beach Dr, Waikoloa Village",Park Intermediate Holdin-4495-2095604,,2.0
201,CLOSED_TEMPORARILY,"{'location': {'lat': 19.9253785, 'lng': -155.8882564}, 'viewport': {'northeast': {'lat': 19.92672832989272, 'lng': -155.8869065701072}, 'southwest': {'lat': 19.92402867010728, 'lng': -155.8896062298927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,,Oasis Lifestyle Hilton Waikoloa Village,,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102645990091177437105"">Millie Land</a>'], 'photo_reference': 'CmRaAAAA25ou71oGgD3MOSmIZLjD-yHVjl9u9XEOYX1em7k-OUdl9t0DOCb0MzdD7PKSpFkbJIzQfdhotl0k77eqa910DxlDxlZhejNDpG-S0Kcq4SgR_AYIbNQaAUhIAjnSAu5dEhAjwVATTaT8Mh30iMwMEuqiGhQOvwLPYIkXWvvdiu_K0HhLKzh8Bw', 'width': 1836}]",ChIJ-4U3xY53VHkR2FPFXf3ybQ0,"{'compound_code': 'W4G6+5M Waikoloa Village, Hawaii', 'global_code': '73F6W4G6+5M'}",4.2,ChIJ-4U3xY53VHkR2FPFXf3ybQ0,GOOGLE,"['clothing_store', 'point_of_interest', 'store', 'establishment']",5.0,"69-425 Waikoloa Beach Dr, Waikoloa Village",Park Intermediate Holdin-4495-2095604,True,
202,OPERATIONAL,"{'location': {'lat': 19.9238139, 'lng': -155.8899172}, 'viewport': {'northeast': {'lat': 19.92516372989272, 'lng': -155.8885673701073}, 'southwest': {'lat': 19.92246407010728, 'lng': -155.8912670298927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,,Legends of Hawaii Luau,,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105062129144118794907"">Hoss Modjaver</a>'], 'photo_reference': 'CmRaAAAAQI7pV-Ws3hz9j4cq2uwDYfBcaVtMMq7AF96sP_y9CqAiEGpGIE9VI4-z18Gqn8vV6WjsC37Al9GyL8AJjrAte5VFq5pRFgRpgJ7NbCWCpdwTyAMDQLN5sQ4KVchgBxHnEhBVlGOg-S0F5GULZZQcICFYGhQuP2PxFLKiq3WkU3RbzkcsgLuGJQ', 'width': 4032}]",ChIJpSspFI93VHkRQ8Og7wj9V0o,"{'compound_code': 'W4F6+G2 Waikoloa Village, Hawaii', 'global_code': '73F6W4F6+G2'}",4.5,ChIJpSspFI93VHkRQ8Og7wj9V0o,GOOGLE,"['point_of_interest', 'establishment']",436.0,"69-425 Waikoloa Beach Dr, Waikoloa Village",Park Intermediate Holdin-4495-2095604,,
203,OPERATIONAL,"{'location': {'lat': 19.9185583, 'lng': -155.8870893}, 'viewport': {'northeast': {'lat': 19.91972547989273, 'lng': -155.8858106701073}, 'southwest': {'lat': 19.91702582010728, 'lng': -155.8885103298927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,8dd411fef103ca25c26524906ec8f689920d9d88,Kolea at Waikoloa Beach Resort,{'open_now': False},"[{'height': 936, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115408842455630994646"">A Google User</a>'], 'photo_reference': 'CmRaAAAAOE7gT_ZzPUuLvXNtRC6gESBm8NZ-C5ohG7-vy_jjOoHfkQ9VBilG_IyL_DZsEfSR51k4DPwn373-4Gc5sTQckVa1YIvakDDQS-Jz2l8WRTisuBkRpS90H_byI2TU7ObxEhBVn1tJxmrzEjn6DGNSMDaPGhSavV-9Tj37ZH_ATi_fiX6m8kUpAA', 'width': 1404}]",ChIJB_lXc5J3VHkR8fiA_PqCxaI,"{'compound_code': 'W497+C5 Waikoloa Village, Hawaii', 'global_code': '73F6W497+C5'}",4.8,ChIJB_lXc5J3VHkR8fiA_PqCxaI,GOOGLE,"['real_estate_agency', 'travel_agency', 'point_of_interest', 'establishment']",85.0,"69-1000 Kolea Kai Cir, Waikoloa Village",Park Intermediate Holdin-4495-2095604,,
